Agent Victim,Agent Perp,Node [Approaching],Node [Stealing],Node [Perp turning],Node [Leaving],Behavior end,Confidence nom,Confidence denom
2373661,2373599,2022-06-03 22:26:27.062014,2022-06-03 22:26:28.062014,2022-06-03 22:26:35.800339,2022-06-03 22:26:38.604084,2022-06-03 22:26:50.211572,22.849558,23.149558
2373527,2373523,2022-06-03 22:30:52.019228,2022-06-03 22:31:17.939410,2022-06-03 22:31:27.755909,2022-06-03 22:31:30.755909,2022-06-03 22:31:49.918222,47.51596549999999,56.30170919999999
