Agent Victim,Agent Perp,Node [Approaching],Node [Stealing],Node [Perp turning],Node [Leaving],Behavior end,Confidence nom,Confidence denom
2381444,2381442,2022-06-03 20:32:03.552320,2022-06-03 20:32:04.552320,2022-06-03 20:32:13.828636,2022-06-03 20:32:14.529032,2022-06-03 20:32:17.704161,13.851840999999999,14.151841
